Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description
Harissa Egg Salad,3.0,"Boiled eggs, avocado, and harissa are stars in this spicy twist on a classic. Serve on toast or try in lettuce leaves for a refreshing touch.",15 mins,,15 mins,2,"1 ripe avocado, halved and pitted | 1 teaspoon lime juice | 3 hard-boiled eggs, peeled and halved | 1 tablespoon harissa | 1 tablespoon mayonnaise | 2 teaspoons spicy brown mustard | salt and ground black pepper to taste | 10 cornichons, chopped | 3 large radishes, diced | 1 spring onion, chopped | 1 tablespoon minced fresh cilantro | 1 tablespoon smoked paprika",https://www.allrecipes.com/thmb/H0yNH7orcNFumdtAlYB8NN1G7DI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5615023-d2c043b8369f44dea4fe9de035092e0f.jpg,15.0,,15.0,0.0,,,
Toum,4.5,"This toum recipe makes a small batch of delicious Lebanese garlic dipping sauce. Not for the faint of heart! Keeps for weeks in the fridge. Serve at room temperature with Lebanese bread, hummus, and tabbouleh.",10 mins,,10 mins,6,"4 cloves garlic, peeled | 1 pinch salt | ¼ cup vegetable oil, or as needed | 1 lemon, juiced",https://www.allrecipes.com/thmb/FSPPNeBRtn01ONn9wGBnSQTFltw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ToumKim4x3-a549c6318758432aa523060b294fb6db.jpg,10.0,,10.0,0.0,,,
Disappearing Marshmallow Brownies II,4.6,"This rich butterscotch, chocolate, marshmallow mix is sure to be a hit with all.",15 mins,20 mins,45 mins,24,1 cup butterscotch chips | ½ cup butter | 1 ½ cups all-purpose flour | 1 cup brown sugar | 2 teaspoons baking powder | ½ teaspoon salt | 1 teaspoon vanilla extract | 2 eggs | 2 cups miniature marshmallows | 2 cups semisweet chocolate chips,https://www.allrecipes.com/thmb/9n-cq1E_WsZlOiIAOrp-WMvIxJc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6479366-7c00a30b993149c4b1e5d54f2d16997a.jpg,15.0,20.0,45.0,10.0,D,Short Wait,Wait time 1-30 min
Cheesy Grilled Bread,5.0,This grilled bread recipe is perfect to serve with Italian dishes or as an appetizer.,10 mins,15 mins,25 mins,8,"½ cup unsalted butter, softened | ¼ cup sun-dried tomatoes packed in oil, drained | 2 tablespoons pesto | 1 clove garlic | ¼ teaspoon salt | ⅛ teaspoon ground black pepper | 1 ½ cups shredded provolone cheese, divided | 1 loaf Italian bread, sliced in half lengthwise",https://www.allrecipes.com/thmb/ZciqItoleZEf_Ecbl-8HaoRaNgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5831018-c30358a820e44a8880b44b8277fd7602.jpg,10.0,15.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Beef and Lentil Stew,4.5,"My mum is German and she would make this filling beef and lentil stew recipe during the winter. We all loved it, so I thought I'd share!",15 mins,1 hr 15 mins,1 hr 30 mins,8,"2 tablespoons all-purpose flour | 1 pound flank steak, cut into 1/2-inch cubes | 2 tablespoons oil, or more as needed | 4 carrots, chopped | 1 onion, diced | 1 stalk celery, thinly sliced | 2 cloves garlic, minced | 4 cups beef broth | 1 (14.5 ounce) can diced tomatoes | 1 cup dry lentils | 2 teaspoons dried rosemary | 11 ounces baby potatoes with skin | 1 pinch salt and freshly ground black pepper, or to taste",https://www.allrecipes.com/thmb/4qJL-sSLXPR7TVjELd56YCXrjSY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7748735-7b7fbfe7972b44f8af959cfabd65663a.jpg,15.0,75.0,90.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Arroz Rojo (Mexican Red Rice),4.7,This Mexican red rice is easy to make and authentic in taste! Use a different chile if you want milder or hotter rice.,15 mins,25 mins,50 mins,5,"2 Roma (plum tomatoes), cored | 2 tablespoons vegetable oil | 1 cup minced onion | 2 cloves garlic, minced | 1 cup uncooked long-grain white rice | 1 ¾ cups low-sodium chicken broth | ¼ cup canned tomato sauce | 1 jalapeno pepper, chopped | 2 sprigs fresh cilantro | salt to taste",https://www.allrecipes.com/thmb/uxhLIrbMA8oVJzrfBaFQmH0xP1o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2264124-arroz-rojo-mexican-red-rice-naples34102-4x3-1-492c3cb8ce1649f8a322c92a8427919d.jpg,15.0,25.0,50.0,10.0,D,Short Wait,Wait time 1-30 min
Panzanella Salad,4.8,"Panzanella is an Italian salad made with cubes of toasted bread, tomato, and basil, tossed with olive oil and balsamic vinegar. It's packed with flavor and different textures to make a fantastic summer salad.",30 mins,20 mins,50 mins,8,"6 cups day-old Italian bread, torn into bite-size pieces | ⅓ cup olive oil | salt and pepper to taste | 3 cloves garlic, minced | ¼ cup olive oil | 2 tablespoons balsamic vinegar | 4 medium ripe tomatoes, cut into wedges | ¾ cup sliced red onion | 10 basil leaves, shredded | ½ cup pitted and halved green olives (Optional) | 1 cup fresh mozzarella, cut into bite-size pieces (Optional)",,30.0,20.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Tia and David's Deep-Fried Tortellini,4.2,My sister makes this delicious fried tortellini appetizer for many of our parties and family get-togethers. They can be made ahead of time and warmed up on a pizza tray just before serving. Serve with tomato sauce for dipping.,15 mins,10 mins,25 mins,6,"1 (16 ounce) package refrigerated or fresh cheese tortellini | ¼ cup bread crumbs | ¼ cup cornflake crumbs | salt and pepper to taste | dried parsley, to taste | oil for deep frying | 2 large eggs, lightly beaten",https://www.allrecipes.com/thmb/HXT34tK8fnNx-pXDJPtOPhINNU8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1840057-b42fffaebe244a50a1dce461aa26023f.jpg,15.0,10.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Slow Cooker Puerto Rican Shredded Pork,4.6,"This is a very tasty slow cooker Puerto Rican shredded pork recipe, where your slow cooker does most of the work. Serve pulled pork in lettuce wraps or corn tortillas; top with pico de gallo, chopped cilantro, and avocado.",15 mins,8 hrs 10 mins,8 hrs 45 mins,6,"1 (3 pound) boneless pork sirloin roast (trimmed and tied with kitchen twine, if necessary) | 4 cloves garlic, minced and divided | 1 tablespoon vegetable oil | 1 cup orange juice | 4 limes, juiced | 1 tablespoon ground cumin | 1 ½ teaspoons coarse salt | 1 teaspoon dried oregano",https://www.allrecipes.com/thmb/T5uJsjfzcLAHIxNdTAKbh4bbB1k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2233716-a90ef89194b84a62ae470afaa94f1ead.jpg,15.0,490.0,525.0,20.0,D,Short Wait,Wait time 1-30 min
Best Ever Cinnamon Pull Aparts,3.8,"These are the easiest, most incredible cinnamon pull aparts you will ever have. We make them once a year on Christmas morning! You may adjust the amount of cinnamon to suit your taste.",15 mins,45 mins,1 hr,18,3 (10 ounce) cans refrigerated biscuit dough | 2 cups white sugar | 4 tablespoons ground cinnamon | ¼ cup melted butter | ½ cup chopped pecans,https://www.allrecipes.com/thmb/FW8gstL-BBVzgsvGZQD-d-VGS_4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8416911-73e8478e0fa64b80b6b0e0f9ed569c58.jpg,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Chicken Pho,,Mom's chicken pho recipe... straight from Vietnam. Serve with hoisin and sriracha sauce.,30 mins,1 hr 30 mins,2 hrs,24,"10 quarts water | 3 pounds chicken bones | 1 whole chicken | 1 medium onion | 1 (1 inch) piece ginger | 1 (32 fluid ounce) container chicken broth | ¼ cup rock sugar | 3 teaspoons fish sauce | 2 cubes pho ga soup seasoning | 1 ½ teaspoons salt | 2 (16 ounce) packages rice stick noodles (banh pho) | ½ pound bean sprouts | 1 bunch green onion, chopped | 1 bunch cilantro, chopped | 6 sprigs Thai basil, or as needed | 1 lime, cut in wedges",https://www.allrecipes.com/thmb/zidF2z-OIvlPioWcOFroanHI1tM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/954028-9b9fe0411f2b4fb283c7ab33990c0057.jpg,30.0,90.0,120.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Easy Homemade Cinnamon Rolls,5.0,"I love this easy homemade cinnamon roll recipe because it allows me to skip the first rise, and I can get them on the table a lot sooner. We usually top with cream cheese, but we have used buttercream.",20 mins,20 mins,1 hr 20 mins,12,"1 cup milk | ⅓ cup butter | 2 large eggs, room temperature | 4 cups bread flour, divided | ½ cup white sugar | 2 ½ teaspoons rapid-rise yeast | 1 teaspoon salt | 1 tablespoon vegetable oil | ¾ cup packed brown sugar | 2 ½ tablespoons ground cinnamon | ⅓ cup butter, softened",https://www.allrecipes.com/thmb/e6nK3ClGS3EVg-TSiMRW9PYz8WE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1031090-4c99f1211a214df59fcd7d2369fc7a49.jpg,20.0,20.0,80.0,40.0,E,Long Wait,Wait time > 30 min
Quick and Easy Air Fryer Nachos,5.0,"These air fryer nachos are quick, easy, and finger-licking good. This is a basic recipe, so make it your own by using your favorite toppings and cheese, just not so many that the nachos end up soggy.",10 mins,10 mins,20 mins,4,"cooking spray | 8 ounces lean ground beef | 1 tablespoon water | 1 teaspoon taco seasoning | 1/4 teaspoon cayenne pepper (Optional) | salt and freshly ground black pepper to taste | 5 ounces thin corn tortilla chips | 2 cups shredded Cheddar cheese | 1/2 (15 ounce) can black beans, rinsed and drained | 1/3 cup salsa, or to taste | 3 tablespoons sliced green onions | 1/3 cup sour cream, or more to taste",https://www.allrecipes.com/thmb/D7DaS599F_3YYecHu0CK_MXHMMk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1652036285Air20Fried20Quick20and20Easy20Nachos-2000-c55ba88542cc444e921569e06260c582.jpeg,10.0,10.0,20.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Blueberry Custard Pie,4.3,"Blueberry pie is delicious, but add a custard for a little something different... I love this for a quick breakfast snack for guests!",20 mins,50 mins,1 hr 10 mins,8,"3 cups fresh blueberries | 1 (9 inch) prepared graham cracker crust | 1 cup all-purpose flour, divided | ½ cup white sugar | ⅛ teaspoon salt | ⅔ cup sour cream | 2 eggs | ½ cup brown sugar | ½ cup cold butter, cut into cubes",https://www.allrecipes.com/thmb/xze05dNG3PyWFYXlEODIMV7tw7g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6708444-e7e324d6ebd8474ea9304234cdcc6b45.jpg,20.0,50.0,70.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Air Fryer Hush Puppies,1.7,"These air fryer hush puppies are a bit denser than traditional deep-fried fritters, but overall, they're lighter because they're not cooked in all that oil. With just a subtle hint of heat from cayenne pepper, they're a perfect sidekick to fried fish or shrimp. And they're equally good with just a drizzle of honey!",15 mins,10 mins,30 mins,12,"nonfat cooking spray | 1 cup yellow cornmeal | ¾ cup all-purpose flour | 1 ½ teaspoons baking powder | ½ teaspoon salt | ¼ teaspoon cayenne pepper, or more to taste | ¼ teaspoon garlic powder | 2 tablespoons minced onion | 2 tablespoons minced bell pepper | ¾ cup low-fat buttermilk | 1 large egg",https://www.allrecipes.com/thmb/SSZK93F_Rq-ok0_Ck4dD1j67sSE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7317838-2d6c57236ecc41a7ad193ea5fb4a8707.jpg,15.0,10.0,30.0,5.0,D,Short Wait,Wait time 1-30 min
Persian Halva,4.7,"Halva is a favorite dessert throughout the Middle East. Many varieties are made with tahini or semolina flour. This Persian halva recipe uses a simple mixture of flour, butter, and sugar with the sweet perfume of rosewater. Cut into wedges and serve with tea or coffee.",10 mins,10 mins,1 hr 20 mins,8,1 cup white sugar | ½ cup water | ¼ cup rose water | 3 saffron threads | 1 cup unsalted butter | 1 ½ cups all-purpose flour,https://www.allrecipes.com/thmb/MLQwU-pwptzz3C4ng50Lgj5-RjU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1636239-4bfd1ad5e05e462e8aab3b0abcf053d8.jpg,10.0,10.0,80.0,60.0,E,Long Wait,Wait time > 30 min
Easy Three-Ingredient Gluten-Free German Christmas Coconut Cookies,5.0,"These German coconut cookies (Kokosmakronen) are one of the most popular German Christmas cookies and use three ingredients. They are gluten free, lactose free, and very easy to make. Store in airtight containers.",25 mins,15 mins,40 mins,45,4 egg whites | 1 cup white sugar | 2 cups unsweetened coconut flakes,https://www.allrecipes.com/thmb/hUXH4PSdQk0-84ICl7JvTViud3Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4557482-c5d686a071124448959d1ba1254f021f.jpg,25.0,15.0,40.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Homemade Pear and Gorgonzola Ravioli,4.9,"Sweet, tasty, and creamy: pear and blue cheese is the perfect flavor pairing! Try this delicate and tasty Italian original homemade ravioli. Serve with a simple butter and sage sauce.",30 mins,20 mins,1 hr 20 mins,4,"3 tablespoons butter | 2 ripe pears - peeled, cored, and cubed | 3 sprigs fresh thyme | 7 ounces Gorgonzola cheese, crumbled | 1 pound fresh pasta dough",,30.0,20.0,80.0,30.0,D,Short Wait,Wait time 1-30 min
Pumpkin Pie Spice I,4.7,"Use this mixture in recipes that call for pumpkin pie spice. A blend of cinnamon, nutmeg, ginger and allspice that can be scaled to any size.",1 mins,,1 mins,8,¼ cup ground cinnamon | 4 teaspoons ground nutmeg | 4 teaspoons ground ginger | 1 tablespoon ground allspice,,1.0,,1.0,0.0,,,
Cabbage Steaks,4.7,"Cabbage steaks are one of my favorite vegetable side dishes, and they are very easy to make! This is a very simple recipe and you can put as much or as little of the seasonings you want. I personally love garlic so I go crazy with it, but put as much as is good for you.",15 mins,45 mins,1 hr,6,"1 head cabbage | 2 tablespoons light olive oil | 2 tablespoons minced garlic, or to taste | ½ teaspoon salt, or to taste | ½ teaspoon ground black pepper, or to taste",https://www.allrecipes.com/thmb/_-bAFHVix6hhLHCn9o8MARNaMhw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-238097-cabbage-steaks-DDMFS-4x3-beauty-48f06ef932354832acf03cf8841651a0.jpg,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Best Chocolate Chip Cookies,4.6,This chocolate chip cookie recipe makes dozens of delicious cookies with crisp edges and chewy middles loaded with chocolate chips!,20 mins,10 mins,30 mins,48,"1 cup butter, softened | 1 cup white sugar | 1 cup packed brown sugar | 2 large eggs | 2 teaspoons vanilla extract | 1 teaspoon baking soda | 2 teaspoons hot water | ½ teaspoon salt | 3 cups all-purpose flour | 2 cups semisweet chocolate chips | 1 cup chopped walnuts",,20.0,10.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait"
Banana Peanut Butter Smoothie,4.1,I love this smoothie with peanut butter powder. Powdered peanut butter has fewer calories than regular peanut butter.,5 mins,,5 mins,1,"1 cup unsweetened almond milk | 1 frozen banana, sliced | ½ cup ice, or as needed | 2 tablespoons powdered peanut butter | 1 tablespoon cocoa powder | 1 teaspoon cinnamon",https://www.allrecipes.com/thmb/Qpc4ZTFQDyu4qWh8hhRZjc1Ws2M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1130642-60e57b06af074d77aa620585c7fac6a8.jpg,5.0,,5.0,0.0,,,
Coconut Raspberry Cookies,4.1,"A coconut cookie with a raspberry jam filled center. You may also use lemon filling, strawberry, peach - whatever your preference.",40 mins,10 mins,1 hr 30 mins,20,"3 ½ cups all-purpose flour | 1 teaspoon baking soda | 1 teaspoon salt | ½ teaspoon baking powder | 2 cups flaked coconut | 1 ½ cups margarine, softened | ¾ cup brown sugar | 1 cup white sugar | 2 eggs | 1 teaspoon vanilla extract | ¼ cup water | ¾ cup raspberry jam",https://www.allrecipes.com/thmb/_M0fBbrEjClh2e0h8909TI-iUnE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2977076-494dfec86891425791a3dda9810a25b9.jpg,40.0,10.0,90.0,40.0,E,Long Wait,Wait time > 30 min
Pierogi (Traditional Polish Dumplings),5.0,"This Polish pierogi recipe is from my grandmother and has been handed down in our family for generations. These pierogi are filled with cheese, potatoes, and mushrooms, but you can stuff them with other fillings to your liking. There are many ways to serve pierogi. Try them topped with fried onions and parsley, or serve them with sour cream, melted butter, and fried bacon.",1 hr,55 mins,1 hr 55 mins,80,"3 tablespoons vegetable oil, or as needed | 3 onions, chopped | 2 ½ cups mushrooms, peeled and sliced | 7 potatoes, peeled and boiled | 1 ⅓ (15 ounce) containers farmer's cheese | 1 tablespoon sour cream | salt and ground black pepper to taste | 8 cups all-purpose flour, or more as needed | 2 large eggs | 6 tablespoons unsalted butter, room temperature | 2 cups lukewarm water",https://www.allrecipes.com/thmb/baIgt6UW7pcUbcqgkCMCwpy_LZ8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5068160-c62ba96822c84362b870e2772efa734e.jpg,60.0,55.0,115.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Healthier Apple Pie by Grandma Ople,4.3,"Apple pie is my favorite pie — I make it for holidays or any occasion. I based this recipe on another popular apple pie recipe on this site, but I cut the butter and sugar amounts in half.",30 mins,1 hr,1 hr 30 mins,8,"¼ cup unsalted butter | 3 tablespoons all-purpose flour | ½ cup packed brown sugar | ¼ cup water | 1 (14.1 ounce) package double-crust pie pastry, thawed | 8 Granny Smith apples - peeled, cored and sliced",https://www.allrecipes.com/thmb/Pe3cO73wVWqFEemCxZp_roctUfY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4561714-07881aec880941c6a438a36f7848b79b.jpg,30.0,60.0,90.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait"
Delicious Raspberry Oatmeal Cookie Bars,4.6,This oatmeal cookie is one of my favorite cookie bar recipes.,15 mins,35 mins,50 mins,9,"1 cup all-purpose flour | 1 cup rolled oats | ½ cup packed light brown sugar | ¼ teaspoon baking soda | ⅛ teaspoon salt | ½ cup butter, softened | ¾ cup seedless raspberry jam",,15.0,35.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait"
Savory Mango Guacamole,4.7,"A twist on traditional guacamole, with a sweet mango tang. Enjoy with chips!",15 mins,,15 mins,6,"3 large avocados, peeled and pitted | 1 small red onion, chopped | 1 mango - peeled, pitted, and chopped | 1 lime, juiced | 1 tablespoon minced garlic | 1 tablespoon salt | 3 tablespoons chopped fresh cilantro",https://www.allrecipes.com/thmb/aD3V-Ni7EZ3evk_8SLNXKl0KinA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/830949-6411b3840ec347c3886f175bfb7d5d11.jpg,15.0,,15.0,0.0,,,
Bacon Balsamic Deviled Eggs,4.6,"Gourmet deviled eggs with a sweet and savory mix of bacon, onion, and balsamic vinegar. Always requested and always disappear! Can be made with sugar substitute and light mayonnaise with no discernable taste difference.",20 mins,20 mins,55 mins,24,12 large eggs | 4 slices bacon | ½ cup mayonnaise | ¼ cup minced red onion | 2 teaspoons white sugar | ½ teaspoon balsamic vinegar | ¼ teaspoon celery salt | ¼ teaspoon freshly ground black pepper | ¼ cup chopped fresh parsley,https://www.allrecipes.com/thmb/D_PlPZvtnswzMXkv_-mESxVhso4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/356397-bacon-balsamic-deviled-eggs-Gizelle-Marr-4x3-1-b5bd83f57d4f4a2eb502c37c6715c7f1.jpg,20.0,20.0,55.0,15.0,D,Short Wait,Wait time 1-30 min
